"Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","b1","b2","b3","b4","b5","b6","Group"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
13,4,9,0,4,4,15,11,4,4,1,10,8,12,14,7,"B"
12.5,3.5,12.5,0.5,0.5,8.5,15,8.5,3.5,6,2,10,7,11,14,5,"B"
13,3,13,3,0,9.5,13,9.5,3,6,1,8,7,11,15,5,"B"
10.5,6.5,13,0,3,10.5,15,6.5,3,3,1,9,8,12,14,5,"B"
12.5,5.5,12.5,0,2,9,15,5.5,5.5,5.5,1,10,8,11,14,3,"B"
13,5.5,9.5,0,5.5,5.5,15,9.5,5.5,2,1,11,8,12,14,3,"B"
13,3.5,10.5,0,3.5,8,15,10.5,3.5,3.5,1,9,7,12,14,6,"B"
13,3,10.5,0,6.5,3,15,10.5,6.5,3,1,9,8,12,14,5,"B"
14,1,8,1,5.5,1,14,14,5.5,10,3,9,7,11,12,4,"B"
12,3,14.5,0.5,0.5,7,14.5,9.5,5,9.5,2,8,6,11,13,4,"B"
12.5,2.5,15,2.5,0,7,12.5,9.5,5,9.5,1,8,6,11,14,4,"B"
12.5,0.5,10,0.5,3.5,6.5,15,12.5,3.5,6.5,2,9,8,11,14,5,"B"
14.5,0.5,4.5,0.5,4.5,4.5,14.5,12,4.5,8,2,10,9,11,13,7,"B"
14.5,0.5,8,0.5,4,4,14.5,12,4,10,2,9,7,11,13,6,"B"
12.5,3.5,12.5,0,3.5,8,15,10,3.5,3.5,1,9,7,11,14,6,"B"
13,3,13,3,0,10,13,8,3,6,1,9,7,11,15,5,"B"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
10.5,6.5,13,0,3,10.5,15,6.5,3,3,1,9,8,12,14,5,"B"
13,3,13,3,0,9.5,13,9.5,3,6,1,8,7,11,15,5,"B"
13,3,9,0,6.5,6.5,15,11,3,3,1,10,8,12,14,5,"B"
10,8,14.5,0.5,0.5,12,14.5,4,4,4,2,9,7,11,13,6,"B"
10.5,6.5,13,0.5,3.5,10.5,15,6.5,3.5,0.5,2,9,8,12,14,5,"B"
9,4,15,4,0.5,12.5,12.5,7,0.5,4,2,10,8,11,14,6,"B"
14.5,0.5,9,0.5,6,3,14.5,12,6,6,2,10,8,11,13,4,"B"
10.5,3.5,13.5,3.5,0,10.5,13.5,7,3.5,3.5,1,9,8,12,15,6,"B"
12.5,3.5,15,0.5,0.5,10,12.5,6.5,3.5,6.5,2,9,8,11,14,5,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
14.5,2.5,10,0,5.5,2.5,14.5,12,8,5.5,1,9,7,11,13,4,"B"
14.5,3,10,0,7,3,14.5,10,10,3,1,8,6,12,13,5,"B"
10,6.5,13,3.5,0.5,13,13,6.5,0.5,3.5,2,9,8,11,15,5,"B"
10.5,6.5,13.5,3,0,10.5,13.5,6.5,3,3,1,9,8,12,15,5,"B"
10.5,4,13.5,4,0.5,10.5,13.5,8,0.5,4,2,9,7,12,15,6,"B"
12.5,5.5,12.5,0,2,9,15,5.5,5.5,5.5,1,10,8,11,14,3,"B"
10.5,6.5,13,0,3,10.5,15,6.5,3,3,1,9,8,12,14,5,"B"
13,1,13,4,1,9,13,9,1,9,3,7,6,11,15,5,"B"
13,3,9,0,6.5,6.5,15,11,3,3,1,10,8,12,14,5,"B"
10.5,3.5,10.5,3.5,3.5,10.5,14,10.5,0,3.5,1,8,7,13,15,6,"B"
14.5,3.5,6,0.5,9.5,0.5,14.5,12,9.5,3.5,2,8,7,11,13,5,"B"
12.5,3,12.5,0.5,0.5,5.5,15,9.5,5.5,9.5,2,8,7,11,14,4,"B"
13,6.5,11,0,3,9,15,6.5,3,3,1,10,8,12,14,5,"B"
12.5,1,9,1,4,6.5,15,12.5,1,6.5,3,10,8,11,14,5,"B"
14.5,2.5,12,0,2.5,5,14.5,9.5,7,9.5,1,8,6,11,13,4,"B"
13,3.5,9,0,3.5,7,15,11,3.5,3.5,1,10,8,12,14,6,"B"
13,3.5,9,0,3.5,7,15,11,3.5,3.5,1,10,8,12,14,6,"B"
13,3.5,13,3.5,0.5,9.5,13,9.5,0.5,6,2,8,7,11,15,5,"B"
12.5,3.5,12.5,0,3.5,9,15,7,3.5,3.5,1,10,8,11,14,6,"B"
12.5,0.5,8,0.5,4.5,4.5,15,12.5,4.5,4.5,2,10,9,11,14,7,"B"
14.5,2.5,10.5,0,5.5,2.5,14.5,10.5,8,5.5,1,9,7,12,13,4,"B"
14.5,0.5,11.5,0.5,3.5,3.5,14.5,11.5,6,8,2,9,7,10,13,5,"B"
12.5,3,12.5,0,3,6.5,15,10,3,6.5,1,9,8,11,14,5,"B"
13,5.5,11,0,5.5,5.5,15,9,5.5,2,1,10,8,12,14,3,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
12.5,3,12.5,0,3,8.5,15,8.5,3,6,1,10,7,11,14,5,"B"
14.5,2.5,10,0,6,2.5,14.5,12,6,6,1,9,8,11,13,4,"B"
9,4.5,9,4.5,1,12,14,9,1,1,3,11,7,13,15,6,"B"
10,7,13,3.5,0,13,13,3.5,3.5,3.5,1,9,8,11,15,6,"B"
14.5,0.5,10,0.5,3.5,3.5,14.5,12,6,8,2,9,7,11,13,5,"B"
14.5,0.5,9.5,0.5,3.5,3.5,14.5,12,6,9.5,2,8,7,11,13,5,"B"
14.5,0.5,8,0.5,3.5,3.5,14.5,12,6,10,2,9,7,11,13,5,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
12.5,6,12.5,0,2.5,9,15,6,6,2.5,1,10,8,11,14,4,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
14.5,3,12,0,3,3,14.5,10,7.5,7.5,1,9,6,11,13,5,"B"
14.5,0.5,8.5,0.5,5.5,3,14.5,12,5.5,8.5,2,10,7,11,13,4,"B"
12.5,3.5,12.5,3.5,0,10,15,8,3.5,3.5,1,9,7,11,14,6,"B"
14.5,0.5,10,0.5,4,4,14.5,12,4,8,2,9,7,11,13,6,"B"
14.5,3,10,0,3,3,14.5,12,6.5,6.5,1,9,8,11,13,5,"B"
13,3.5,7.5,0,3.5,7.5,15,11,3.5,3.5,1,10,9,12,14,6,"B"
14,0.5,4,0.5,7.5,4,14,14,4,7.5,2,10,9,11,12,6,"B"
10.5,3.5,13.5,3.5,0,10.5,13.5,7,3.5,3.5,1,9,8,12,15,6,"B"
11,4,11,4,0.5,11,14,8,0.5,4,2,9,7,13,15,6,"B"
12.5,1,12.5,4,1,7,12.5,12.5,1,9,3,8,6,10,15,5,"B"
14.5,4,4,0,9,4,14.5,12,4,4,1,10,8,11,13,7,"B"
14.5,1,11.5,1,1,4.5,14.5,11.5,4.5,9,3,8,7,10,13,6,"B"
13,4,10.5,0,4,4,15,10.5,4,4,1,9,8,12,14,7,"B"
13,1,10,4,1,6.5,13,13,1,6.5,3,9,8,11,15,5,"B"
14.5,2.5,10.5,0,5.5,2.5,14.5,10.5,8,5.5,1,9,7,12,13,4,"B"
12,6.5,9.5,1,4,9.5,15,6.5,1,1,3,11,8,13,14,5,"B"
14.5,1,4.5,1,10,1,14.5,12,7,4.5,3,9,8,11,13,6,"B"
12.5,1,5.5,1,5.5,5.5,15,12.5,1,5.5,3,10,9,11,14,8,"B"
12.5,2.5,12.5,0,2.5,5.5,15,10,8,5.5,1,9,7,11,14,4,"B"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
10.5,3.5,13,0,3.5,10.5,15,8,3.5,3.5,1,9,7,12,14,6,"B"
13,3.5,9,0,3.5,7,15,11,3.5,3.5,1,10,8,12,14,6,"B"
10.5,6.5,13.5,3,0,10.5,13.5,6.5,3,3,1,9,8,12,15,5,"B"
14.5,1,11.5,1,1,5.5,14.5,11.5,5.5,9,3,8,7,10,13,4,"B"
10,4,13,4,0.5,13,13,7,0.5,4,2,9,8,11,15,6,"B"
13,3.5,11,0,3.5,8.5,15,8.5,3.5,3.5,1,10,7,12,14,6,"B"
14.5,0.5,6.5,0.5,6.5,3,14.5,12,6.5,6.5,2,10,9,11,13,4,"B"
13,6.5,11,0,3,9,15,6.5,3,3,1,10,8,12,14,5,"B"
13,3.5,11,0,3.5,8.5,15,8.5,3.5,3.5,1,10,7,12,14,6,"B"
12.5,3,12.5,0,3,6.5,15,9,6.5,3,1,10,8,11,14,5,"B"
8,10.5,13,0.5,3.5,10.5,15,3.5,6,0.5,2,9,7,12,14,5,"B"
12.5,2.5,12.5,0,2.5,6,15,10,6,6,1,9,8,11,14,4,"B"
14.5,0.5,11.5,0.5,3.5,3.5,14.5,11.5,6,9,2,8,7,10,13,5,"B"
12.5,3.5,12.5,0.5,0.5,8,15,10,3.5,6,2,9,7,11,14,5,"B"
14.5,0.5,11,0.5,3.5,3.5,14.5,11,6,11,2,8,7,9,13,5,"B"
11,6.5,11,0.5,3.5,11,15,6.5,3.5,0.5,2,9,8,13,14,5,"B"
13,0.5,13,3.5,0.5,6.5,13,10,3.5,6.5,2,9,8,11,15,5,"B"
12.5,4,4,0,8,4,15,12.5,4,4,1,10,9,11,14,7,"B"
14.5,0.5,9,0.5,4,4,14.5,12,4,7,2,10,8,11,13,6,"B"
13,5,5,1,5,8,15,11,1,1,3,10,9,12,14,7,"B"
14.5,0.5,7.5,0.5,4,4,14.5,12,4,7.5,2,10,9,11,13,6,"B"
15,0.5,9.5,3.5,0.5,6,12.5,12.5,3.5,9.5,2,8,7,11,14,5,"B"
13,5.5,11,0,5.5,5.5,15,9,5.5,2,1,10,8,12,14,3,"B"
12.5,3,12.5,0,3,6.5,15,10,3,6.5,1,9,8,11,14,5,"B"
13,3.5,9,0,3.5,7,15,11,3.5,3.5,1,10,8,12,14,6,"B"
10.5,6.5,13,0.5,0.5,10.5,15,6.5,3.5,3.5,2,9,8,12,14,5,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
13,3.5,11,0,3.5,7,15,9,3.5,3.5,1,10,8,12,14,6,"B"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
12.5,0.5,7.5,0.5,4,7.5,15,12.5,4,4,2,10,9,11,14,6,"B"
12.5,3.5,12.5,0,3.5,8.5,15,8.5,3.5,3.5,1,10,7,11,14,6,"B"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
12.5,3,12.5,0,3,6.5,15,10,3,6.5,1,9,8,11,14,5,"B"
14.5,0.5,9.5,0.5,3.5,3.5,14.5,12,6,9.5,2,8,7,11,13,5,"B"
13,0.5,13,3.5,0.5,8,13,10,3.5,6,2,9,7,11,15,5,"B"
14.5,2.5,12,0,5,2.5,14.5,9.5,9.5,7,1,8,6,11,13,4,"B"
13,3,7,0,7,3,15,11,7,3,1,10,9,12,14,5,"B"
14.5,0.5,10,0.5,3.5,3.5,14.5,12,6,8,2,9,7,11,13,5,"B"
13,3.5,7,0.5,7,7,15,11,3.5,0.5,2,10,9,12,14,5,"B"
13,4,10.5,0.5,4,8,15,10.5,0.5,4,2,9,7,12,14,6,"B"
10,3,15,3,0,12.5,12.5,6.5,3,6.5,1,9,8,11,14,5,"B"
12.5,3.5,12.5,0.5,0.5,8.5,15,8.5,3.5,6,2,10,7,11,14,5,"B"
10.5,3.5,13.5,3.5,0,10.5,13.5,7,3.5,3.5,1,9,8,12,15,6,"B"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
14,0.5,8,0.5,4,4,14,14,4,11,2,9,7,10,12,6,"B"
14,1,4,1,10,1,14,14,6.5,6.5,3,9,8,11,12,5,"B"
14.5,0.5,9.5,0.5,4,4,14.5,12,4,9.5,2,8,7,11,13,6,"B"
14.5,0.5,9,0.5,4,4,14.5,12,4,7,2,10,8,11,13,6,"B"
12.5,3,12.5,0,3,6.5,15,10,3,6.5,1,9,8,11,14,5,"B"
13,3.5,13,0.5,0.5,8,13,10,3.5,6,2,9,7,11,15,5,"B"
10,7,13,3.5,0,13,13,3.5,3.5,3.5,1,9,8,11,15,6,"B"
13,3.5,13,3.5,0,10,13,8,3.5,3.5,1,9,7,11,15,6,"B"
13,3.5,11,0,3.5,7,15,9,3.5,3.5,1,10,8,12,14,6,"B"
12,3,14.5,0.5,0.5,8.5,14.5,5.5,5.5,8.5,2,10,7,11,13,4,"B"
12,5,14.5,0,2,8.5,14.5,5,8.5,5,1,10,7,11,13,3,"B"
11,8,11,0.5,3.5,11,15,6,3.5,0.5,2,9,7,13,14,5,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
13,3,13,3,0,8,13,10,3,6,1,9,7,11,15,5,"B"
12,1,12,1,1,6,15,12,4,8,3,9,7,10,14,5,"B"
10.5,4,13.5,4,0.5,10.5,13.5,8,0.5,4,2,9,7,12,15,6,"B"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
14.5,0.5,8.5,0.5,4,4,14.5,12,4,8.5,2,10,7,11,13,6,"B"
14.5,2.5,10,0,6,2.5,14.5,12,6,6,1,9,8,11,13,4,"B"
10.5,6.5,13,0,3,10.5,15,6.5,3,3,1,9,8,12,14,5,"B"
14.5,2.5,12,0,5.5,2.5,14.5,9.5,9.5,5.5,1,8,7,11,13,4,"B"
14.5,2.5,10.5,0,5.5,2.5,14.5,10.5,8,5.5,1,9,7,12,13,4,"B"
14.5,0.5,7,0.5,4,4,14.5,12,4,9,2,10,8,11,13,6,"B"
14,0.5,9.5,0.5,4,4,14,14,4,9.5,2,8,7,11,12,6,"B"
10.5,3,13.5,3,0,10.5,13.5,8,3,6,1,9,7,12,15,5,"B"
12,3,14.5,0.5,0.5,8,14.5,8,5,8,2,10,6,11,13,4,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
12.5,2.5,12.5,0,2.5,6,15,10,6,6,1,9,8,11,14,4,"B"
9.5,9.5,14.5,0,3,12,14.5,3,7,3,1,8,6,11,13,5,"B"
13,3.5,10.5,0,3.5,7,15,10.5,3.5,3.5,1,9,8,12,14,6,"B"
14.5,3,7,0,10,3,14.5,10,10,3,1,8,6,12,13,5,"B"
13,2.5,11,0,6,6,15,9,6,2.5,1,10,8,12,14,4,"B"
14.5,0.5,8.5,0.5,4,4,14.5,12,4,8.5,2,10,7,11,13,6,"B"
12.5,2.5,12.5,0,2.5,6,15,10,6,6,1,9,8,11,14,4,"B"
13,3,10.5,0,6.5,3,15,10.5,6.5,3,1,9,8,12,14,5,"B"
13,4,10.5,0.5,4,7,15,10.5,0.5,4,2,9,8,12,14,6,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
14.5,0.5,7.5,0.5,4,4,14.5,12,4,7.5,2,10,9,11,13,6,"B"
12.5,3,15,3,0,9.5,12.5,9.5,3,7,1,8,6,11,14,5,"B"
13,3,10.5,0,3,6.5,15,10.5,3,6.5,1,9,8,12,14,5,"B"
12.5,3.5,12.5,0.5,0.5,6,15,10,3.5,8,2,9,7,11,14,5,"B"
14.5,3,12,0,3,3,14.5,10,6,8,1,9,7,11,13,5,"B"
12.5,3.5,12.5,0,3.5,8.5,15,8.5,3.5,3.5,1,10,7,11,14,6,"B"
14.5,3,7,0.5,9.5,0.5,14.5,12,9.5,5,2,8,6,11,13,4,"B"
12.5,0.5,9,0.5,4,4,15,12.5,4,7,2,10,8,11,14,6,"B"
11,4,11,4,0.5,11,14,7,0.5,4,2,9,8,13,15,6,"B"
14.5,0.5,7,0.5,7,3.5,14.5,12,3.5,7,2,10,9,11,13,5,"B"
13,3,7,0,7,7,15,11,3,3,1,10,9,12,14,5,"B"
13,3,13,3,0,8,13,10,3,6,1,9,7,11,15,5,"B"
12.5,0.5,8,0.5,4.5,4.5,15,12.5,4.5,4.5,2,10,9,11,14,7,"B"
11.5,6.5,9,0.5,3.5,11.5,15,6.5,3.5,0.5,2,10,8,13,14,5,"B"
12.5,3,10,0,3,6.5,15,12.5,3,6.5,1,9,8,11,14,5,"B"
14.5,3,10,0,3,3,14.5,12,6.5,6.5,1,9,8,11,13,5,"B"
9,6.5,13,3.5,0.5,13,13,6.5,0.5,3.5,2,10,8,11,15,5,"B"
14.5,3,11.5,0,3,3,14.5,11.5,6,8,1,9,7,10,13,5,"B"
7,9,11,4.5,1,13.5,13.5,4.5,1,1,3,10,8,12,15,6,"B"
13,5.5,11,0,5.5,5.5,15,9,5.5,2,1,10,8,12,14,3,"B"
13,1,10,4,1,6.5,13,13,1,6.5,3,9,8,11,15,5,"B"
12,6,14.5,0,2.5,6,14.5,6,10,2.5,1,9,8,11,13,4,"B"
15,0.5,11.5,3.5,0.5,6,11.5,11.5,3.5,11.5,2,8,7,9,14,5,"B"
5,12,15,5,1,12,12,1,5,1,3,9,8,10,14,7,"B"
12.5,6,12.5,0,6,6,15,6,6,2,1,10,9,11,14,3,"B"
12.5,6.5,12.5,0,3,10,15,6.5,3,3,1,9,8,11,14,5,"B"
9,6.5,13,3.5,0.5,13,13,6.5,0.5,3.5,2,10,8,11,15,5,"B"
12.5,3.5,12.5,0,3.5,8.5,15,8.5,3.5,3.5,1,10,7,11,14,6,"B"
12.5,3.5,12.5,0.5,0.5,8.5,15,8.5,3.5,6,2,10,7,11,14,5,"B"
10,6.5,13,3.5,0.5,13,13,6.5,0.5,3.5,2,9,8,11,15,5,"B"
12.5,6.5,12.5,0,3,9,15,6.5,3,3,1,10,8,11,14,5,"B"
10.5,3,15,3,0,10.5,13,6.5,3,6.5,1,9,8,12,14,5,"B"
12,3,14.5,0.5,0.5,10,14.5,5.5,5.5,8,2,9,7,11,13,4,"B"
13.5,0,10.5,3,3,7.5,13.5,10.5,3,7.5,1,9,6,12,15,5,"C"
13,4,11,0,8,4,15,8,8,4,1,10,6,12,14,2,"C"
14.5,2.5,7.5,0,7.5,2.5,14.5,11,7.5,7.5,1,10,5,12,13,4,"C"
13,3,7,0,7,7,15,11,3,3,1,10,9,12,14,5,"C"
11,5.5,11,2,2,11,14,8,2,5.5,0,9,7,13,15,4,"C"
11.5,2.5,8.5,2.5,2.5,8.5,14,11.5,2.5,6,0,10,7,13,15,5,"C"
11,4.5,13.5,2,0,8,13.5,8,4.5,8,1,10,6,12,15,3,"C"
14.5,2.5,8,0,5,2.5,14.5,11,8,8,1,10,6,12,13,4,"C"
13,2,8.5,0,5,5,15,11,5,8.5,1,10,7,12,14,3,"C"
13.5,2,10.5,2,2,7.5,13.5,10.5,5,7.5,0,9,6,12,15,4,"C"
11,5,15,2,0,11,11,5,5,8,1,9,7,13,14,3,"C"
13,2,8.5,0,5,5,15,11,5,8.5,1,10,7,12,14,3,"C"
13.5,2.5,10.5,2.5,2.5,7.5,13.5,10.5,2.5,7.5,0,9,6,12,15,5,"C"
13.5,2,9,2,6,6,13.5,11,2,6,0,10,8,12,15,4,"C"
11.5,4.5,11.5,0,4.5,8.5,15,8.5,4.5,4.5,1,10,7,13,14,2,"C"
11,4.5,13.5,2,0,8,13.5,8,4.5,8,1,10,6,12,15,3,"C"
11.5,3,11.5,5,0.5,7.5,11.5,11.5,0.5,7.5,2,9,6,14,15,4,"C"
11,8,13,0,4,8,15,4,8,4,1,10,6,12,14,2,"C"
11,8,13,0,4,8,15,4,8,4,1,10,6,12,14,2,"C"
12,5.5,9.5,0,5.5,5.5,15,9.5,5.5,2,1,11,8,13,14,3,"C"
13,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,12,14,2,"C"
11.5,2.5,11.5,2.5,2.5,8,14,8,2.5,8,0,10,6,13,15,5,"C"
11,5,14,5,0,11,11,8,2,5,1,9,7,13,15,3,"C"
9,9,12,0,5,9,15,5,5,2,1,11,7,13,14,3,"C"
13,2,9,0,5.5,5.5,15,11,5.5,5.5,1,10,8,12,14,3,"C"
14.5,0,8,3,3,3,12,14.5,6,10,1,9,7,11,13,5,"C"
14,0.5,4,0.5,7,4,14,14,4,9,2,10,8,11,12,6,"C"
13.5,2,9,2,6,6,13.5,11,2,6,0,10,8,12,15,4,"C"
14.5,0.5,9,0.5,5,3,14.5,12,9,9,2,7,6,11,13,4,"C"
13,4.5,7.5,0,7.5,2,15,10.5,10.5,4.5,1,9,6,12,14,3,"C"
9,9,12,1.5,5,9,15,5,5,1.5,0,11,7,13,14,3,"C"
11.5,5.5,11.5,2,2,8.5,14,8.5,2,5.5,0,10,7,13,15,4,"C"
11,2.5,14,5,0,11,11,7.5,2.5,7.5,1,9,6,13,15,4,"C"
13.5,2,10.5,2,2,7.5,13.5,10.5,5,7.5,0,9,6,12,15,4,"C"
9,5.5,14,5.5,0,11.5,11.5,5.5,2,5.5,1,10,8,13,15,3,"C"
13.5,1.5,9,1.5,5.5,5.5,13.5,11,5.5,5.5,0,10,8,12,15,3,"C"
12,5.5,9,2,2,9,14,9,2,5.5,0,11,7,13,15,4,"C"
11.5,5,11.5,0,2,8.5,14,8.5,5,5,1,10,7,13,15,3,"C"
11,2,13.5,2,2,8,13.5,8,5,8,0,10,6,12,15,4,"C"
13,5.5,5.5,0,10.5,2.5,15,10.5,8,2.5,1,9,7,12,14,4,"C"
11,5,13.5,0,2,8.5,13.5,8.5,5,5,1,10,7,12,15,3,"C"
12.5,2,12.5,0,4.5,4.5,15,8,8,8,1,10,6,11,14,3,"C"
14.5,2.5,9.5,0,5,2.5,14.5,9.5,9.5,9.5,1,7,6,12,13,4,"C"
11.5,5,11.5,1.5,1.5,8.5,14,8.5,5,5,0,10,7,13,15,3,"C"
11.5,1,11.5,7,1,11.5,7,11.5,1,7,3,9,5,14,15,4,"C"
11.5,2.5,8.5,2.5,2.5,8.5,14,11.5,2.5,6,0,10,7,13,15,5,"C"
11.5,3,11.5,5,0.5,11.5,11.5,7.5,0.5,7.5,2,9,6,14,15,4,"C"
13.5,0,10.5,2.5,2.5,5.5,13.5,10.5,5.5,8,1,9,7,12,15,4,"C"
11.5,5.5,11.5,2,2,8.5,14,8.5,2,5.5,0,10,7,13,15,4,"C"
13,5,9,0,5,5,15,11,5,5,1,10,8,12,14,2,"C"
14.5,2.5,6,0,9,2.5,14.5,12,6,6,1,10,8,11,13,4,"C"
13,4,11,0,4,4,15,8,8,8,1,10,6,12,14,2,"C"
14.5,2.5,7.5,0,7.5,2.5,14.5,11,7.5,7.5,1,10,5,12,13,4,"C"
12,2.5,9,2.5,2.5,9,14,9,2.5,6,0,11,7,13,15,5,"C"
12,5.5,9,2,2,9,14,9,2,5.5,0,11,7,13,15,4,"C"
14.5,2,10.5,0,4.5,4.5,14.5,10.5,7.5,7.5,1,9,6,12,13,3,"C"
12,5.5,9,2,5.5,9,15,9,2,2,0,11,7,13,14,4,"C"
13,2,8,0,8,4.5,15,11,8,4.5,1,10,6,12,14,3,"C"
11.5,5,11.5,1.5,1.5,8.5,14,8.5,5,5,0,10,7,13,15,3,"C"
12,8.5,8.5,0,4.5,8.5,15,8.5,4.5,2,1,11,6,13,14,3,"C"
12.5,0,8.5,2,5,5,15,12.5,5,8.5,1,10,7,11,14,3,"C"
13,2,9,0,5.5,5.5,15,11,5.5,5.5,1,10,8,12,14,3,"C"
12,5,9,0,5,9,15,9,5,2,1,11,7,13,14,3,"C"
11,2.5,11,2.5,2.5,8,14,11,2.5,6,0,9,7,13,15,5,"C"
11,4.5,13.5,1.5,1.5,8,13.5,8,4.5,8,0,10,6,12,15,3,"C"
13,2,8.5,0,5,5,15,11,5,8.5,1,10,7,12,14,3,"C"
11.5,5,11.5,1.5,1.5,8.5,14,8.5,5,5,0,10,7,13,15,3,"C"
13,4,11,0,4,4,15,8,8,8,1,10,6,12,14,2,"C"
11.5,5,11.5,0,2,8.5,15,8.5,5,5,1,10,7,13,14,3,"C"
11.5,2,11.5,2,2,8,14,8,5,8,0,10,6,13,15,4,"C"
13,4,11,0,4,8,15,8,4,8,1,10,6,12,14,2,"C"
11.5,5,11.5,1.5,1.5,8.5,14,8.5,5,5,0,10,7,13,15,3,"C"
8.5,5.5,11.5,5.5,2.5,11.5,14,8.5,0,2.5,1,10,7,13,15,4,"C"
11.5,4.5,11.5,1,4.5,8.5,14,8.5,4.5,4.5,0,10,7,13,15,2,"C"
12.5,4,12.5,0,2,7.5,15,7.5,7.5,7.5,1,10,5,11,14,3,"C"
8.5,8.5,11.5,2.5,2.5,11.5,14,6,2.5,2.5,0,10,7,13,15,5,"C"
14.5,0.5,8.5,0.5,5.5,3,14.5,12,5.5,8.5,2,10,7,11,13,4,"C"
12,5,9,1.5,5,9,14,9,1.5,5,0,11,7,13,15,3,"C"
13,4.5,11,0,4.5,4.5,15,8.5,8.5,4.5,1,10,7,12,14,2,"C"
13,2,9,0,5.5,5.5,15,11,5.5,5.5,1,10,8,12,14,3,"C"
11.5,8,11.5,0,4.5,8,15,8,4.5,2,1,10,6,13,14,3,"C"
11.5,8.5,11.5,0,5,8.5,15,5,5,2,1,10,7,13,14,3,"C"
13.5,2.5,10.5,0,2.5,5.5,13.5,10.5,5.5,8,1,9,7,12,15,4,"C"
13,2.5,7.5,0,7.5,2.5,15,11,7.5,7.5,1,10,5,12,14,4,"C"
12,5.5,9,0,5.5,9,15,9,2.5,2.5,1,11,7,13,14,4,"C"
13,2.5,11,0,2.5,8.5,15,8.5,5.5,5.5,1,10,7,12,14,4,"C"
11.5,5.5,11.5,2,2,8.5,14,8.5,2,5.5,0,10,7,13,15,4,"C"
13.5,2,10,2,2,5.5,13.5,10,5.5,10,0,8,7,12,15,4,"C"
6.5,9,11.5,3,3,11.5,14,6.5,3,0,1,10,8,13,15,5,"C"
11,4.5,13.5,0,2,8,13.5,8,4.5,8,1,10,6,12,15,3,"C"
12,5.5,9.5,0,5.5,5.5,15,9.5,5.5,2,1,11,8,13,14,3,"C"
9,6,14,6,0.5,11.5,11.5,6,0.5,3,2,10,8,13,15,4,"C"
13,4,10.5,0,4,4,15,10.5,7.5,7.5,1,9,6,12,14,2,"C"
11,4.5,13.5,1.5,1.5,8,13.5,8,4.5,8,0,10,6,12,15,3,"C"
14.5,2,8.5,0,5,5,14.5,12,5,8.5,1,10,7,11,13,3,"C"
11.5,5,11.5,1.5,1.5,8.5,14,8.5,5,5,0,10,7,13,15,3,"C"
13,2,8.5,0,5,5,15,11,5,8.5,1,10,7,12,14,3,"C"
12.5,4,12.5,0,4,4,15,8,8,8,1,10,6,11,14,2,"C"
8.5,5,14,5,0.5,11.5,11.5,8.5,0.5,5,2,10,7,13,15,3,"C"
13,5,9.5,0,5,5,15,9.5,5,5,1,11,8,12,14,2,"C"
13,2,5,0,8.5,5,15,11,8.5,5,1,10,7,12,14,3,"C"
14.5,0.5,8.5,0.5,5,5,14.5,12,5,8.5,2,10,7,11,13,3,"C"
13,2,10.5,0,4.5,4.5,15,10.5,7.5,7.5,1,9,6,12,14,3,"C"
13.5,2.5,10.5,0,2.5,5.5,13.5,10.5,5.5,8,1,9,7,12,15,4,"C"
13.5,2,10.5,2,2,7.5,13.5,10.5,5,7.5,0,9,6,12,15,4,"C"
11,4.5,13.5,1.5,1.5,8,13.5,8,4.5,8,0,10,6,12,15,3,"C"
11.5,4,11.5,0,4,8,15,8,8,4,1,10,6,13,14,2,"C"
13,2,9,0,5.5,5.5,15,11,5.5,5.5,1,10,8,12,14,3,"C"
11.5,4.5,11.5,0,4.5,8.5,15,8.5,4.5,4.5,1,10,7,13,14,2,"C"
11.5,5.5,11.5,2,2,8.5,14,8.5,2,5.5,0,10,7,13,15,4,"C"
